numero_questao,enunciado,alternativas,nu_param_B,gabarito,year
de sapos machos expostos à atrazina, um herbicida, com 
o desenvolvimento anômalo de seus caracteres sexuais 
primários e secundários. Entre os animais sujeitos à 
contaminação, observaram-se casos de hermafroditismo 
e desmasculinização da laringe. O estudo em questão 
comparou a concentração de um hormônio específico 
no sangue de machos expostos ao agrotóxico com a de 
outros machos e fêmeas que não o foram (controles). 
Os resultados podem ser vistos na figura.
Descrição da imagem: Gráfico de barras que indica 
a concentração do hormônio, em nanograma por 
mililitro, para três grupos de sapos: machos controle, 
machos expostos à atrazina e fêmeas controle.
Machos controle: 4.
Machos expostos à atrazina: 0,3.
Fêmeas controle: 0,5.
Com base nas informações do texto, qual é o hormônio 
cujas concentrações estão representadas na figura?",A: Estrogênio.; B: Feromônio.; C: Testosterona.; D: Somatotrofina.; E: Hormônio folículo estimulante.,0.56741,C,2022
113,"As células da epiderme da folha da Tradescantia 
pallida purpurea, uma herbácea popularmente conhecida 
como trapoeraba-roxa, contém um vacúolo onde se 
encontra um pigmento que dá a coloração arroxeada a 
esse tecido. Em um experimento, um corte da epiderme 
de uma folha da trapoeraba-roxa foi imerso em ambiente 
hipotônico e, logo em seguida, foi colocado em uma 
lâmina e observado em microscópio óptico.
Durante a observação desse corte, foi possível identificar o(a)","A: acúmulo do solvente com fragmentação da organela.; B: rompimento da membrana celular com liberação do 
citosol.; C: aumento do vacúolo com diluição do pigmento no seu 
interior.; D: quebra da parede celular com extravasamento do 
pigmento.; E: murchamento da célula com expulsão do pigmento 
do vacúolo.",1.49398,C,2022
114,"Mudanças climáticas e ilhas de calor urbanas
A variação da incidência de radiação solar sobre 
a superfície da Terra resulta em uma variação de 
temperatura ao longo de um dia denominada amplitude 
térmica. Edificações e pavimentações realizadas nas 
áreas urbanas contribuem para alterar as amplitudes 
térmicas dessas regiões, em comparação com regiões que 
mantêm suas características naturais, com presença de 
vegetação e água, já que o calor específico do concreto é 
inferior ao da água. Assim, parte da avaliação do impacto 
ambiental que a presença de concreto proporciona às 
áreas urbanas consiste em considerar a substituição 
da área concretada por um mesmo volume de água e 
comparar as variações de temperatura devido à absorção 
da radiação solar nas duas situações (concretada e 
alagada). Desprezando os efeitos da evaporação e 
considerando que toda a radiação é absorvida, essa 
avaliação pode ser realizada com os seguintes dados:
Descrição do quadro: Apresenta as densidades, em 
quilograma por metro cúbico, e calores específicos, em 
joule por grama por grau Celsius, da água e do concreto.
Água — Densidade: 1 000; e Calor específico: 4,2.
Concreto — Densidade: 2 500; e Calor específico: 0,8.
A razão entre as variações de temperatura nas áreas 
concretada e alagada é mais próxima de",A: um vírgula zero; B: dois vírgula um; C: dois vírgula cinco; D: cinco vírgula três; E: treze vírgula um,1.44802,B,2022
115,"O elemento iodo (I) tem função biológica e é 
acumulado na tireoide. Nos acidentes nucleares de 
Chernobyl e Fukushima, ocorreu a liberação para a 
atmosfera do radioisótopo iodo-131, responsável por 
enfermidades nas pessoas que foram expostas a ele. O 
decaimento de uma massa de 12 microgramas do isótopo 
iodo-131 foi monitorado por 14 dias, conforme o quadro.
Descrição do quadro: Dados em duas colunas. 
A primeira coluna indica o tempo decorrido, em dia. 
A segunda coluna indica as respectivas massas 
residuais de iodo-131, em micrograma.
Tempo: 0; massa residual 12,0.
Tempo: 2; massa residual 10,1.
Tempo: 4; massa residual 8,5.
Tempo: 5; massa residual 7,8.
Tempo: 6; massa residual 7,2.
Tempo: 8; massa residual 6,0.
Tempo: 14; massa residual 3,6.
Após o período de 40 dias, a massa residual desse 
isótopo é mais próxima de","A: 2,4 microgramas.; B: 1,5 micrograma.; C: 0,8 micrograma.; D: 0,4 micrograma.; E: 0,2 micrograma.",1.20769,D,2022
116,"Desde a proposição da teoria de seleção natural 
por Darwin, os seres vivos nunca mais foram olhados 
da mesma forma. No que diz respeito à reprodução de 
anfíbios anuros, os cientistas já descreveram diferentes 
padrões reprodutivos, como os exemplificados a seguir:
Espécie 1 – As fêmeas produzem cerca de 
5 000 gametas, que são fecundados na água, em 
lagoas temporárias de estação chuvosa. Todo o 
desenvolvimento embrionário, do ovo à metamorfose, 
ocorre, nesse ambiente, independente dos pais.
Espécie 2 – As fêmeas produzem aproximadamente 
200 gametas, que são depositados em poças próximas a 
corpos-d’água. Os embriões são vigiados pelos machos 
durante boa parte do seu desenvolvimento.
Espécie 3 – As fêmeas produzem por volta de 20 
gametas, que são fecundados sobre a superfície das folhas 
de plantas cujos galhos estão dispostos acima da superfície 
de corpos-d’água e aí se desenvolvem até a eclosão.
Espécie 
– As fêmeas produzem poucos 
gametas que, quando fecundados, são, abre aspas, 
abocanhados, fecha aspas, pelos machos. Os embriões 
se desenvolvem no interior do saco vocal do macho até 
a metamorfose, quando saem através da boca do pai.
Os padrões descritos evidenciam que","A: as fêmeas influenciam o comportamento dos machos.; B: o cuidado parental é necessário para o desenvolvimento.; C: o grau de evolução determina o comportamento 
reprodutivo.; D: o sucesso reprodutivo pode ser garantido por 
estratégias diferentes.; E: o ambiente induz modificação na produção do número
de gametas femininos.",0.91052,D,2022
117,"O eixo de rotação da Terra apresenta uma inclinação em relação ao plano de sua órbita em torno do Sol, interferindo 
na duração do dia e da noite ao longo do ano. 
Descrição da imagem: Representação esquemática do globo terrestre em 21 de dezembro. O globo é 
representado por um círculo dividido ao meio por uma linha vertical, com a incidência direta de raios solares 
ao meio-dia, representados por setas horizontais da esquerda para a direita. A metade esquerda representa a 
parte iluminada (dia) e a metade direita representa a parte sombreada (noite). O eixo de rotação da Terra está 
inclinado em relação à vertical e é representado por uma reta com a metade superior na parte sombreada e a 
metade inferior na parte iluminada. Perpendicularmente ao eixo de rotação estão indicados, de cima para baixo, 
o Polo Norte, com o Círculo Polar Ártico, o Trópico de Câncer, a Linha do Equador, o Trópico de Capricórnio e 
o Polo Sul, com o Círculo Polar Antártico.
Uma pessoa instala em sua residência uma placa fotovoltaica, que transforma energia solar em elétrica. Ela monitora 
a energia total produzida por essa placa em 4 dias do ano, ensolarados e sem nuvens, e lança os resultados no gráfico.
Descrição da imagem: Gráfico de barras verticais. No eixo horizontal, estão quatro dias do ano e, no eixo 
vertical, está a energia total produzida pela placa fotovoltaica. Da esquerda para direita, estão posicionadas 
quatro barras, correspondentes aos dias 10 de janeiro; 10 de abril; 10 de julho e 10 de outubro. A barra 
correspondente ao dia 10 de janeiro é a maior de todas. A barra correspondente ao dia 10 de julho é a menor 
de todas. As barras correspondentes aos dias 10 de abril e 10 de outubro têm alturas semelhantes, sendo a de 
10 de abril um pouco maior que a do dia 10 de outubro.
Energia
Dia
10/01
10/04
10/07
10/10
Próximo a que região se situa a residência onde as placas foram instaladas?",A: Trópico de Capricórnio.; B: Trópico de Câncer.; C: Polo Norte.; D: Polo Sul.; E: Linha do Equador.,0.96735,A,2022
118,"A biomassa celulósica pode ser utilizada para a produção de etanol de segunda geração. Entretanto, é necessário 
que os polissacarídeos sejam convertidos em mono e dissacarídeos, processo que pode ser conduzido em meio 
ácido, conforme mostra o esquema:
Descrição do esquema: Estrutura química de um polissacarídeo, com os grupos funcionais C ligação simples 
OH e C ligação simples O, ligação simples C, com foco nas ligações entre hidrogênio e oxigênio. Esse 
polissacarídeo é convertido, em três etapas, em mono e dissacarídeos, envolvendo a participação do íon H, de 
carga positiva, como reagente na primeira etapa e como produto na última etapa. Nessa conversão de polissacarídeos, a função do íon H de carga positiva é",A: dissolver os reagentes.; B: deslocar o equilíbrio químico.; C: aumentar a velocidade da reação.; D: mudar a constante de equilíbrio da reação.; E: formar ligações de hidrogênio com o polissacarídeo.,2.04288,C,2022
119,"O ácido tartárico é o principal ácido do vinho e está diretamente relacionado com sua qualidade. Na avaliação de 
um vinho branco em produção, uma analista neutralizou uma alíquota de 25,0 mililitros do vinho com NaOH a 0,10 
mol por litro, consumindo um volume igual a 8,0 mililitros dessa base. A reação para esse processo de titulação é 
representada pela equação química:
Descrição da equação química: Um mol de ácido tartárico, cuja massa molar é igual a 150 gramas por mol, 
reage com 2 mols de NaOH formando um sal orgânico e água.
A concentração de ácido tartárico no vinho analisado é mais próxima de:","A: 1,8 grama por litro; B: 2,4 gramas por litro; C: 3,6 gramas por litro; D: 4,8 gramas por litro; E: 9,6 gramas por litro",1.89127,B,2022
120,"Diversas substâncias são empregadas com a intenção de 
incrementar o desempenho esportivo de atletas de alto nível. 
O chamado doping sanguíneo, por exemplo, pela utilização 
da eritropoietina, é proibido pelas principais federações de 
esportes no mundo. A eritropoietina é um hormônio produzido 
pelos rins e fígado e sua principal ação é regular o processo 
de eritropoiese. Seu uso administrado intravenosamente em 
quantidades superiores àquelas presentes naturalmente no 
organismo permite que o indivíduo aumente a sua capacidade 
de realização de exercícios físicos.
Esse tipo de doping está diretamente relacionado ao 
aumento da",A: frequência cardíaca.; B: capacidade pulmonar.; C: massa muscular do indivíduo.; D: atividade anaeróbica da musculatura.; E: taxa de transporte de oxigênio pelo sangue.,1.00991,E,2022
121,"Em um autódromo, os carros podem derrapar em uma 
curva e bater na parede de proteção. Para diminuir o impacto 
de uma batida, pode-se colocar na parede uma barreira de 
pneus, isso faz com que a colisão seja mais demorada e 
o carro retorne com velocidade reduzida. Outra opção 
é colocar uma barreira de blocos de um material que se 
deforma, tornando-a tão demorada quanto a colisão com os 
pneus, mas que não permite a volta do carro após a colisão.
Comparando as duas situações, como ficam a força média 
exercida sobre o carro e a energia mecânica dissipada?","A: A força é maior na colisão com a barreira de pneus, e 
a energia dissipada é maior na colisão com a barreira 
de blocos.; B: A força é maior na colisão com a barreira de blocos, e 
a energia dissipada é maior na colisão com a barreira 
de pneus.; C: A força é maior na colisão com a barreira de blocos, e 
a energia dissipada é a mesma nas duas situações.; D: A força é maior na colisão com a barreira de pneus, e 
a energia dissipada é maior na colisão com a barreira 
de pneus.; E: A força é maior na colisão com a barreira de blocos, e 
a energia dissipada é maior na colisão com a barreira 
de blocos.",1.41874,A,2022
122,"A penicilamina é um medicamento de uso oral utilizado no 
tratamento de várias doenças. Esse composto é excretado 
na urina, cujo pH se situa entre 5 e 7. A penicilamina, cuja 
fórmula estrutural plana está apresentada, possui três grupos 
funcionais que podem ser ionizados:
•	 carboxila: ligação simples COOH, cujo pKa é igual 
a 1,8;
